Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Fraud_Flag,Loan_Status,Total_Income,Debt_Income_Ratio,EMI,Income_Stability,Risk_Score
Female,No,2.0,Graduate,No,4915.610568013595,22.04603628132052,188.7446046155719,360.7603984908243,1.0,Semiurban,0,Rejected,4893.564531732275,0.0385699633450543,0.5231854865588095,1,0.0110738054339627
Female,No,0.0,Graduate,No,2209.95521624448,1519.532644091641,108.668237695248,359.1783758557382,0.0,Rural,0,Rejected,3729.487860336121,0.0291375764621618,0.302546714947266,1,0.5119320563092221
Male,Yes,3.0,Not Graduate,No,4481.472994608408,13.0902483617042,124.4770477439561,360.0948160925469,0.9977991017522,Urban,0,Rejected,4468.382746246703,0.0278572930773472,0.3456785329338499,1,0.0094576370471041
Male,Yes,0.0,Graduate,No,2945.082328334126,3585.480416278853,137.296381369707,359.5171787900159,1.0,Semiurban,0,Approved,6530.562744612979,0.0210236677509854,0.3818910179251769,1,0.0046297108669126
Male,Yes,0.0,Not Graduate,No,4593.533647811824,67.79045328541442,134.2498907865666,359.6185702032011,0.0,Semiurban,0,Rejected,4661.324101097239,0.0288008059244293,0.3733118974103845,1,0.5107235938413766
Male,Yes,0.0,Graduate,No,3428.241766879701,21.01311975312846,130.5115131672634,360.3770750845578,0.0004835328053013,Semiurban,0,Rejected,3407.2286471265725,0.0383043014378644,0.3621526511824886,1,0.5112495240287087
Male,Yes,0.0,Graduate,No,7623.195170444761,8.823584477191943,187.9699500237468,359.6530818254268,1.0,Semiurban,0,Approved,7632.018754921953,0.0246291258001067,0.5226424004757623,1,0.003651993058858
Male,Yes,0.0,Graduate,No,2397.66461497887,5100.425579552593,188.5166603596996,359.9564537287519,0.0,Rural,1,Rejected,7498.090194531464,0.0251419568808587,0.5237207401252982,1,0.7085387416735711
Female,No,0.0,Graduate,No,3265.266565156526,66.55542678343285,94.43600213026356,360.2381606850042,1.0,Semiurban,0,Rejected,3331.821991939959,0.0283436517193039,0.2621488016446968,1,0.0073706328314436
Male,No,0.0,Graduate,No,4533.44464194601,9.860970247270137,64.83587388936516,360.496211896419,0.9987512840971136,Semiurban,0,Rejected,4523.58367169874,0.0143328561147222,0.1798517480899199,1,0.0049242147858599
Male,Yes,1.0,Graduate,No,4092.077719601049,1800.587369467635,138.4591252938076,59.72385500675441,0.9976336076159112,Urban,0,Approved,5892.665089068684,0.0234968597741383,2.318321971650167,0,0.0082322541242858
Male,Yes,0.0,Graduate,Yes,3832.664039438623,2118.615568195263,232.9898425705748,360.2851768995465,1.0,Rural,0,Approved,5951.279607633886,0.0391495372309026,0.646681732997126,0,0.0113206950793743
Male,Yes,0.0,Not Graduate,No,4774.838609922464,3562.135221996239,144.4648487461772,359.3582906722062,1.0,Semiurban,0,Rejected,8336.973831918702,0.0173282118498541,0.4020078359008917,1,0.0033112706619426
Male,No,0.0,Graduate,No,3609.931049053008,3450.829545564337,155.1847034483508,360.099598745649,1.0,Urban,0,Approved,7060.760594617344,0.0219784683772812,0.4309493928593994,1,0.0056027495255348
Male,Yes,0.0,Graduate,No,3092.786448717234,2309.761306253577,186.2069455748407,360.4794523582274,1.0,Urban,0,Approved,5402.547754970811,0.0344665061782219,0.5165535631967091,1,0.0072680079912625
Male,No,0.0,Graduate,Yes,6302.51486089065,9.663770292665571,50.58311147387235,360.1007359880062,0.9995695660984102,Rural,0,Approved,6292.851090597985,0.008038186625685,0.1404693365457523,0,0.0026266729385004
Male,Yes,1.0,Graduate,No,3391.611780287078,4058.369072905082,125.61612326041235,360.2874997070272,1.0,Semiurban,0,Rejected,7449.98085319216,0.0241982981442034,0.3638372331663453,1,0.0081219094297322
Female,Yes,0.0,Graduate,No,7913.539959369957,12.36355967109774,184.2160101448091,361.0587581917059,1.0,Urban,0,Approved,7901.176399698859,0.0233150104270334,0.5102106124427501,1,0.0055924926348099
Male,Yes,3.0,Graduate,No,3895.649257360873,1099.4858680179,162.4653448683029,359.9472967664146,0.0,Urban,0,Rejected,4995.1351253787725,0.0325247147054872,0.4513587025873227,1,0.512908998586504
Male,Yes,2.0,Not Graduate,No,4147.461734150442,20.41499554649169,149.4517314736224,479.55957980155,0.0,Rural,0,Rejected,4167.876729696934,0.0358580018474994,0.3116437201306,1,0.5124224805443637
Male,Yes,0.0,Graduate,No,8434.064916649024,17.77351781660059,256.9446716925455,360.1324890871857,1.0,Rural,0,Approved,8451.838434465624,0.0304010392158887,0.7134726232110119,1,0.0067978002089081
Male,Yes,0.0,Graduate,No,4381.805708668617,22.42793060435562,129.9778177002504,180.5305076960421,0.0001078686585908,Semiurban,0,Rejected,4359.377778064261,0.029815681117218,0.7199770241553473,1,0.50889077000587
Male,Yes,2.0,Graduate,No,4598.132347457142,8007.692907361451,101.9656869248781,180.4344607870995,0.9994012127229236,Rural,0,Approved,12605.825254818592,0.0080887752181001,0.5651120438971508,1,0.0027260262039682
Male,Yes,0.0,Graduate,No,3515.852175515934,1969.437130647435,134.7478107406718,360.4237698701607,1.0,Urban,0,Approved,5485.2893061633695,0.0245653060795292,0.3738593899875512,1,0.0056671790353423
Male,No,0.0,Graduate,No,3063.399658079571,3.400939436254586,93.71420106345012,360.5077919534361,1.0,Semiurban,0,Rejected,3059.9987186433164,0.0306255687273618,0.2599505562852146,1,0.0070344865741565
Male,No,2.0,Not Graduate,No,3246.992590506388,2059.259734843177,75.36440220320998,359.6918195348758,0.9948207857825732,Semiurban,0,Rejected,5306.252325349565,0.0142029435432558,0.2095249269240126,1,0.0068504901716901
Female,No,0.0,Graduate,No,5047.020141897851,22.75833448394286,200.8526706907141,361.6061876746408,0.9970015856143424,Rural,0,Approved,5024.261807413908,0.0399765534499678,0.5554458898569333,0,0.0134921732278191
Male,Yes,0.0,Graduate,Yes,3202.92512633362,2267.436558968769,129.9227366947167,360.9555790322049,0.9989735660558097,Rural,0,Approved,5470.361685302389,0.0237503010164372,0.3599410682141716,0,0.0081219094297322
Male,Yes,1.0,Graduate,No,4326.316203884161,2498.129566798826,184.8681621547763,360.4857020309866,0.9998849595390028,Semiurban,0,Approved,6824.445770682987,0.027089109997613,0.512830775570914,1,0.0081842532297824
Male,Yes,2.0,Not Graduate,No,4686.78807131944,1654.688196106392,101.0724590732982,359.4694309638411,1.0,Semiurban,0,Rejected,6341.476267425832,0.0159383170118408,0.2811712217149976,1,0.0035377063320047
Male,Yes,1.0,Graduate,No,4570.372624663989,2332.641949164008,122.0560987093032,360.2401359534747,0.0,Semiurban,0,Approved,6903.014573827997,0.0176815646850964,0.3388187115415336,1,0.5068893321607437
Female,Yes,3.0,Graduate,No,6241.312466134098,23.65436943992949,110.256520696069,359.8367232386277,1.0,Semiurban,0,Rejected,6217.658096694168,0.0177328053394718,0.3064070829228616,1,0.0041389878724151
Male,Yes,1.0,Graduate,No,3301.934934739245,4201.275194798659,255.5760905997564,358.7298750730009,0.9920242840527804,Urban,0,Approved,7503.210129537903,0.0340622328559917,0.712447187588564,1,0.0142065278304073
Male,Yes,0.0,Graduate,No,3527.982128318385,3224.675207639532,140.9111767677733,360.7224995351524,1.0,Semiurban,0,Approved,6752.657335957917,0.0208675147807991,0.3906359513181447,1,0.0062302245830597
Male,Yes,3.0,Graduate,No,9676.945067003851,17.0740309447531,60.24416871824165,360.04336699139,0.9990507605821454,Urban,0,Rejected,9659.871036059098,0.0062365396487549,0.1673247565193509,1,0.0023455816035537
Male,Yes,3.0,Graduate,No,6768.04437457371,30.1562928889444,188.1941798829388,360.516059291469,0.9989735660558097,Semiurban,0,Rejected,6737.888081684766,0.0279307369907934,0.5220133057395596,1,0.0081219094297322
Male,No,0.0,Graduate,No,4412.183488592497,2.436757606561913,131.9777460290666,359.8322844762791,1.0,Rural,0,Rejected,4414.620246199059,0.0298956056622759,0.3667757222539237,1,0.0075695755425487
Female,Yes,0.0,Graduate,No,2332.670964473574,2.603687156077578,125.61612326041235,479.0211310576302,0.0,Semiurban,0,Rejected,2330.067277317496,0.0241982981442034,0.3638372331663453,1,0.0081219094297322
Male,Yes,1.0,Graduate,No,3848.23382036547,15.48019727187323,116.1003401082849,359.8725189673233,1.0,Urban,0,Rejected,3863.714017637343,0.0300488958495122,0.3226151872931061,1,0.0068215648615101
Male,Yes,2.0,Not Graduate,No,2688.441918910932,11.91171808392152,50.42362265200549,179.7152589897212,0.9936062386449548,Rural,0,Rejected,2676.5302008270105,0.0188391756746945,0.2805750771273655,1,0.0088486333799309
Male,No,0.0,Graduate,No,2199.083174735665,2213.592344134361,107.4964853647646,360.2051231168994,0.9989735660558097,Semiurban,0,Rejected,4412.675518870026,0.0243608406974577,0.2984313061251995,1,0.0081219094297322
Female,Yes,0.0,Graduate,No,3418.918780274566,1256.194330496731,200.1482745702838,360.3037611355973,1.0,Semiurban,0,Rejected,4675.113110771297,0.0428114293340088,0.5554987101424114,1,0.0112885384207331
Male,No,0.0,Graduate,No,1542.202181314369,1784.402496192148,120.0011796913976,359.7131505018367,0.0018267051452852,Urban,0,Rejected,3326.604677506517,0.0360731710932798,0.3336024260552711,1,0.5099085987553413
Male,Yes,3.0,Graduate,No,4610.880746918933,11.44860093640341,120.385617866679,359.4977937646623,0.9982736385899682,Rural,0,Rejected,4622.329347855337,0.0260443617940239,0.3348716458201324,1,0.008676489243223
Male,Yes,0.0,Graduate,No,4512.593026406334,45.99992862707387,140.2860554748196,360.6207032128016,0.9985852770811544,Semiurban,0,Rejected,4466.59309777926,0.0314078431600515,0.3890127611226942,1,0.0101297144074382
Male,Yes,0.0,Not Graduate,No,4500.625796750504,1380.80219051197,165.1204479866272,360.2520375127589,0.9924056185906226,Urban,0,Rejected,5881.427987262474,0.0280748907143353,0.4583470203989594,1,0.0122196579189893
Female,No,0.0,Graduate,Yes,4744.216368935231,19.61746598668733,107.9441997121915,360.2973758976057,1.0,Semiurban,0,Rejected,4763.833834921918,0.0226591026162357,0.2995975184200858,0,0.0024717989969737
Male,Yes,0.0,Graduate,No,4022.86887422879,24.99125617164154,93.46649345952136,359.5805370450444,0.9949855653240524,Semiurban,0,Rejected,3997.877618057149,0.0233790281716885,0.2599320147514348,1,0.0095209257894803
Female,No,0.0,Graduate,No,3383.393629145646,21.19497215238833,101.9883295177183,359.6532110020503,0.9998464582521116,Urban,0,Rejected,3404.5886012980345,0.0299561390409502,0.2835740830272662,1,0.0090636125862292
Female,Yes,2.0,Graduate,No,2920.454379212652,3399.259276035709,122.7115104769942,360.7843385026675,0.9978991171277936,Semiurban,0,Approved,6319.713655248361,0.0194172579915998,0.3401242719855117,1,0.0068756188335831
Male,Yes,0.0,Graduate,No,4225.926815438067,4733.671769915383,160.5599876140923,362.1777853543453,1.0,Rural,0,Approved,8959.598585353451,0.0179204443239862,0.4433181550795684,1,0.0038460765784473
Male,No,3.0,Graduate,No,4225.988005726232,4122.976575478522,158.157371930085,360.9227297048589,0.9989735660558097,Semiurban,0,Rejected,8348.964581204753,0.0189433516446015,0.4382028587099977,1,0.0081219094297322
Female,No,0.0,Not Graduate,No,-53.19974373761959,1767.688290360879,179.3946574977094,359.4210636576963,0.9954880684367008,Semiurban,0,Rejected,1714.4885466232593,0.1046345033048094,0.4991211579868909,1,0.0336463167730924
Male,Yes,1.0,Graduate,No,1484.611594658607,2885.037035466045,79.32802142665663,359.91170235123843,0.0,Rural,0,Rejected,4369.648630124651,0.0181543250136324,0.3638372331663453,1,0.5055820384112896
Female,No,0.0,Graduate,No,1831.04345231731,2671.600046256257,104.757592743257,359.7832280105322,0.0046734848313806,Urban,0,Rejected,4502.643498573567,0.0232657976978288,0.2911686387454124,1,0.5046429968936583
Male,Yes,2.0,Graduate,No,714.548609693304,3529.057555785258,212.9224418818396,358.8957783773499,0.0005508346980903,Rural,0,Rejected,4243.606165478562,0.0501748827716268,0.5932709569460827,1,0.5147770474824429
Male,No,0.0,Graduate,No,3152.646946563985,9.110000240479808,65.13417276149467,359.9199746643985,0.9993954413944964,Urban,0,Rejected,3161.7569468044644,0.020600626125713,0.180968485625806,1,0.0064824671404656
Male,Yes,0.0,Graduate,No,2397.719078976892,3825.039929729025,146.3666791798582,359.8726920293982,0.9981782434374082,Rural,0,Approved,6222.759008705917,0.0235211871414407,0.4067179378198038,1,0.0079672344237281
Male,Yes,3.0,Graduate,No,3300.8278708644,1545.284559252539,133.7154041052534,360.1405360212515,0.9961043432889928,Urban,0,Rejected,4846.112430116939,0.0275923033221965,0.3712867359573292,1,0.0102255193521625
Male,No,0.0,Graduate,No,2444.209275174865,6430.0436788019,188.0347466020345,359.2690157069096,0.0,Rural,0,Approved,8874.252953976764,0.0211887972516911,0.523381472883352,1,0.5064919111344275
Female,No,0.0,Graduate,No,12575.06805082725,13.37593773537738,300.4352641352411,360.2259875068552,0.003000051143135,Urban,0,Approved,12588.443988562629,0.0238659570959051,0.8340188508179848,1,0.505659761557204
Male,No,0.0,Graduate,No,4609.598763594377,19.14778810883105,120.8439889314196,360.6218279503489,1.0,Semiurban,0,Rejected,4590.450975485545,0.0263250799489559,0.3350989306949484,1,0.0052861358336473
Male,No,0.0,Graduate,No,6594.661132545646,34.85004395130718,72.05762166766472,359.1483480637939,0.0,Urban,0,Approved,6629.511176496953,0.0108692209348895,0.2006347016661356,1,0.503393766349078
Male,Yes,2.0,Graduate,No,7482.784957452892,19.42617841100175,224.7093826747091,359.5446348542363,1.0,Urban,0,Approved,7463.35877904189,0.0301083452273154,0.624983272983086,1,0.0077603306541566
Male,No,0.0,Graduate,No,3101.416214067482,34.28270474413154,70.64810258237749,180.102137910189,0.9995157781188798,Urban,0,Rejected,3067.1335093233506,0.0230339182717753,0.3922668736870152,1,0.0071522864220926
Male,Yes,1.0,Not Graduate,No,3356.398520224377,2065.479289603664,70.53100304921269,359.91170235123843,1.0,Semiurban,0,Rejected,5421.877809828041,0.0130085932444592,0.3638372331663453,1,0.0037747403867682
Male,Yes,0.0,Graduate,No,3302.057779710673,1223.332947624689,124.3168939817431,360.093845153643,1.0,Urban,0,Rejected,4525.390727335362,0.027470974656578,0.3452347093816619,1,0.0054237902297518
Male,No,0.0,Graduate,No,3360.340320455007,59.8198424315673,131.525276754886,359.6166669874077,0.995540905576034,Rural,0,Rejected,3420.160162886574,0.0384558823244933,0.3657374332972489,1,0.0137663119093309
Male,Yes,1.0,Graduate,Yes,3373.226635807893,1492.873590404191,103.7230692036173,360.4883937796752,0.9970476655428264,Rural,0,Rejected,4866.100226212084,0.0213154403694554,0.287729288913005,0,0.0078707993394234
Female,No,1.0,Graduate,No,3693.540732916124,38.91598260101458,89.0845967086277,361.1236562730928,0.995315040238744,Urban,0,Rejected,3654.624750315109,0.0243758532804076,0.2466872362448036,1,0.0096552358647503
Male,No,0.0,Graduate,No,4017.769587441692,25.8568476549212,83.57074830941674,83.02897403951985,1.0,Urban,0,Rejected,4043.626435096613,0.020667277170825,1.0065251230207786,1,0.0054287662736034
